word	ANEW #	fem_cat	mean_hap	sd_hap	mean_ang	sd_ang	mean_sad	sd_sad	mean_fear	sd_fear	mean_dis	sd_dis	n
repentant	351	   	2.19	1.3868	1.34	0.8901	1.87	1.0841	1.55	1.1186	1.52	0.9446	41
reptile	958	   	1.67	1.0931	1.33	0.76	1.33	0.7235	2.87	1.5051	2.33	1.1713	38
rescue	352	H  	4.26	1.0982	1.31	0.9022	1.91	1.2191	2.03	1.3198	1.2	0.7537	43
resent	959	   	1.06	0.305	3.29	1.2589	2.76	1.3543	2.09	1.4485	2.24	1.4112	43
reserved	353	   	1.82	0.9353	1.67	0.9097	1.67	0.9152	1.64	1.0186	1.39	0.76	41
respect	354	H  	4.17	1.0025	1.67	0.7702	1.7	0.8471	1.73	1.0596	1.4	0.8432	35
respectful	355	H  	4.3	1.081	1.03	0.1508	1.09	0.4428	1.36	0.8733	1	0.1508	44
restaurant	960	H  	3.99	0.8547	1.3	0.7581	1.27	0.6897	1.33	0.7886	1.5	0.9805	35
reunion	961	H  	4.57	0.6981	1.27	0.5913	2	1.0706	1.7	1.0939	1.17	0.43	35
reverent	356	   	2.04	1.1462	1.23	0.4803	1.3	0.5888	1.31	0.8522	1.26	0.5837	43
revolt	357	   	1.29	0.6375	2.86	1.454	2.03	1.2694	2.57	1.5203	2.03	1.5038	43
revolver	962	   	1.07	0.3245	2.77	1.4678	2.53	1.2881	3.45	1.423	2.07	1.4175	38
reward	358	H  	4.57	0.8075	1.1	0.284	1.17	0.43	1.1	0.4038	1.17	0.6921	35
riches	359	H  	3.66	1.3803	1.54	1.0486	1.63	1.0662	1.54	1.0253	1.57	1.0662	46
ridicule	360	neg*	1	0	3.58	1.3412	3.48	1.3294	3.06	1.3744	2.61	1.603	38
rifle	603	   	1.21	0.6008	2.79	1.4279	2.48	1.284	3.73	1.3325	2.27	1.5691	41
rigid	963	   	1.35	0.7675	1.94	1.0572	1.75	0.7394	1.96	1.0107	1.68	0.8859	35
riot	361	   	1.21	0.7036	3.06	1.4103	2.33	1.3982	3.12	1.2654	1.88	1.3819	41
river	362	   	3	1.5111	1.17	0.6988	1.4	0.8735	1.63	0.9483	1.26	0.5145	43
roach	363	FD*	1.07	0.3735	2.4	1.3943	1.87	1.221	3.8	1.2912	4.33	1.1361	35
robber	964	*	1	0	3.76	1.3643	3.09	1.4051	4.3	1.0438	3.15	1.5313	38
rock	965	   	1.76	1.2692	1.61	1.1153	1.52	1.0012	1.61	0.9902	1.39	0.7225	41
rollercoaster	528	HF 	3.91	1.324	1.23	0.4659	1.09	0.3661	2.71	1.355	1.14	0.6252	43
romantic	364	H  	4.45	0.9513	1.21	0.7563	1.39	1.1202	1.3	1.0271	1.21	0.6717	41
rotten	365	D  	1	0	1.97	1.3889	1.83	1.258	2.06	1.5115	4.29	1.0421	46
rough	966	   	1.36	0.6689	2.12	1.1725	1.85	0.9634	2.12	1.2633	1.58	0.8302	38
rude	366	*	1	0	3.85	1.3109	2.18	1.2337	1.79	1.1315	2.94	1.4982	38
runner	571	   	2.61	1.4222	1.42	1.0035	1.27	0.751	1.42	0.9737	1.3	0.8023	38
rusty	367	   	1.09	0.4952	1.36	1	1.52	1.0188	1.64	0.9904	2.24	1.1687	44
sad	368	S  	1.09	0.5566	2.15	1.1354	4.39	0.95	2.3	1.0217	1.7	0.9902	41
safe	967	H  	4.3	0.9777	1	0	1.17	0.414	1.23	0.5543	1.07	0.3244	38
sailboat	529	H  	3.97	1.1472	1.2	0.4902	1.2	0.547	1.97	1.2001	1.23	0.78	35
saint	968	H  	3.6	1.4354	1.23	0.6294	1.31	0.6279	1.23	0.5819	1	0.1474	46
salad	369	H  	3.09	1.454	1.09	0.3377	1.17	0.5598	1.17	0.6755	1.34	0.9793	43
salute	370	   	2.73	1.5931	1.2	0.4528	1.83	1.2455	1.43	0.8168	1.13	0.4038	35
sapphire	371	H  	4.09	1.0105	1.24	0.7015	1.36	0.8463	1.09	0.6321	1.06	0.2908	44
satisfied	372	H  	4.1	1.0696	1.23	0.5123	1.33	0.6006	1.37	0.8353	1.2	0.4946	38
save	969	H  	3.6	1.416	1.27	0.7253	1.4	0.6981	1.7	1.0274	1.03	0.169	35
savior	373	H  	4.12	1.1191	1.06	0.8522	1.3	1.1786	1.39	1.0591	1	0.7176	38
scalding	970	neg*	1.01	0.3015	3.16	1.2931	2.45	1.0868	3.3	1.2036	2.39	1.2749	44
scandal	971	   	1.18	0.807	2.91	1.2921	2.52	1.3439	2.76	1.2572	3.06	1.2807	41
scapegoat	972	   	1.49	0.9137	2.29	1.1152	2.11	1.0341	1.83	1.1845	1.69	1.2268	38
scar	973	   	1.18	0.4775	2.18	1.2168	2.27	1.0899	2.09	1.1786	2.21	1.3122	41
scared	604	   	1.03	0.169	2.53	1.2196	3.27	1.2071	4.17	1.1581	2	1.1868	35
scholar	374	H  	3.94	1.3458	1.18	0.8453	1.15	0.7108	1.21	0.7339	1.06	0.255	44
scissors	974	   	1.39	0.9253	1.7	1.0395	1.39	0.7334	2.15	1.0294	1.27	0.5926	41
scorching	975	   	1.2	0.8282	2.54	1.5063	2.4	1.4388	2.63	1.6461	2.03	1.5729	46
scorn	375	   	1.09	0.3454	3.47	1.134	2.78	1.1807	2.68	1.3762	2.31	1.4425	41
scornful	376	*	1.17	0.6186	3.06	1.4823	2.23	1.307	2.34	1.3107	1.8	1.1624	46
scorpion	976	   	1.15	0.859	1.97	1.2615	1.61	1.0464	4.18	1.0018	3.21	1.6078	44
scream	605	   	1.45	1.0332	2.76	1.2398	2.45	1.2025	3.76	1.2602	2.09	1.2291	38
scum	377	D  	1.15	0.4748	2.3	1.3578	1.88	1.0999	1.97	1.2189	3.79	1.3983	38
scurvy	378	   	1.2	0.5435	1.93	1.1887	2.21	1.2394	2.56	1.435	2.57	1.5761	38
seasick	379	   	1.06	0.6914	1.62	0.9951	2.22	1.1377	2.25	1.2784	3.29	1.5159	41
seat	380	   	1.48	1.0208	1.21	0.528	1.15	0.4748	1.09	0.3588	1.12	0.4526	38
secure	381	H  	4.2	1.0931	1.06	0.2131	1.34	0.7783	1.46	1.1412	1.17	0.6392	43
selfish	382	   	1.06	0.6321	2.85	1.2649	2.3	1.1042	1.3	0.9765	2.76	1.4037	44
sentiment	977	   	3.4	1.3688	1.2	0.494	2	1.3454	1.31	0.5886	1.2	0.546	38
serious	383	   	1.56	0.9687	1.96	1.23	2.24	1.3285	2.1	1.2706	1.41	1.0277	38
severe	978	   	1.15	0.8513	2.39	1.3523	2.67	1.4721	3.18	1.3655	1.61	1.0635	44
sex	384	H  	4.53	0.78	1.4	1.01	1.63	1.0314	2.17	1.2636	1.27	0.5725	35
sexy	530	H  	4.03	1.2641	1.34	0.7129	1.34	0.8783	1.34	0.72	1.11	0.5698	46
shadow	385	   	1.4	0.9227	1.57	0.8925	1.87	1.1355	2.5	1.3682	1.33	0.7235	38
shamed	386	neg*	1.03	0.169	2.93	1.0612	3.77	0.9571	2.9	0.8668	3.23	1.3584	35
shark	606	F*	1.03	0.6543	1.94	1.2836	1.91	1.2208	4.48	1.0217	1.76	1.4746	41
sheltered	387	   	2.88	1.435	1.58	0.9454	2	1.3141	1.88	1.2798	1.52	0.9997	44
ship	388	   	2.23	1.308	1.1	0.3735	1.17	0.6572	1.77	1.1725	1.13	0.4038	35
shotgun	979	   	1.24	0.6421	3.3	1.3992	2.52	1.4642	3.94	1.11	2.24	1.4906	44
shriek	980	   	1.66	1.2557	1.94	1.4135	1.77	1.1347	2.8	1.5635	1.74	1.0036	46
shy	389	   	1.66	1.0033	1.66	1.0721	2.31	1.0977	2.4	1.4036	1.09	0.3506	43
sick	607	*	1.21	0.5433	1.82	1.0712	2.88	1.1487	2.39	1.4314	2.09	1.4073	41
sickness	390	*	1	0	2.2	1.2265	3.53	1.0347	3.4	1.2689	2.57	1.2448	35
silk	391	H  	4.07	1.1501	1.2	0.5314	1.3	0.6761	1.17	0.5137	1.07	0.3381	35
silly	981	H  	4.3	0.8413	1.12	0.6675	1	0.3015	1.06	0.255	1.24	0.6317	44
sin	392	neg*	1.21	0.7036	2.55	1.2092	2.82	1.2745	2.76	1.2836	2.58	1.47	41
sinful	393	   	1.15	0.725	2.64	1.1629	2.88	1.3311	2.79	1.4671	2.75	1.4998	41
sissy	394	   	1.77	1.3303	2.53	1.2899	2.1	1.2387	2.3	1.5405	2.27	1.3535	35
skeptical	395	   	1.36	0.6591	1.79	0.9458	1.58	0.8277	2.15	1.256	1.45	0.9217	41
skijump	531	HF 	2.61	1.3512	1.21	0.5109	1.21	0.6008	3.06	1.4475	1.12	0.4901	41
skull	608	   	1.12	0.3745	1.97	1.276	2.24	1.2208	3	1.4352	2.85	1.525	41
sky	572	H  	3.66	1.3197	1.31	0.6205	1.26	0.7009	1.43	0.779	1.14	0.515	46
skyscraper	573	   	2.51	1.4371	1.54	0.8253	1.63	1.1314	2.49	1.5333	1.49	1.1412	43
slap	396	   	1.11	0.4335	3.63	1.3535	2.8	1.4198	2.8	1.5198	2.4	1.5272	46
slaughter	397	neg	1	0	3.7	1.4051	3.85	1.3345	3.91	1.4132	4.3	0.9979	38
slave	398	neg*	1	0	3.88	1.1576	3.97	1.1137	2.97	1.6108	3.39	1.6125	38
sleep	399	H  	4.49	0.883	1.06	0.7733	1.34	1.0088	1.2	0.9731	1.06	0.3377	43
slime	400	*	1.21	0.7036	1.88	1.2116	1.76	1.2142	2.48	1.4539	3.64	1.3809	38
slow	982	   	1.45	0.846	1.82	1.2544	1.76	1.1197	1.52	1.0432	1.55	1.1677	44
slum	401	neg*	1.03	0.1562	2.36	1.2264	3.42	1.2733	2.76	1.5042	3.39	1.3571	41
slush	983	   	1.61	1.0385	1.51	1.0826	1.61	1.13	1.42	0.9975	2.33	1.5162	44
smallpox	402	*	1	0	1.82	1.091	2.97	1.2463	3.39	1.3027	3.7	1.3374	44
smooth	984	H  	3.15	1.4901	1.12	0.4001	1.06	0.2062	1.09	0.2495	1.2	0.6654	46
snake	609	   	1.36	0.8131	1.85	1.083	1.55	1.0613	4.06	1.3205	2.97	1.6139	44
snob	403	   	1.03	0.3457	2.76	1.2327	1.64	0.9186	1.36	0.6617	3.06	1.4051	41
snow	575	H  	3.9	1.2746	1.45	0.9265	1.64	0.949	1.3	0.901	1.24	0.727	44
snuggle	404	H  	4.36	1.0695	1.03	0.1562	1.45	0.9778	1.27	0.5706	1.12	0.3997	41
social	985	H  	3.74	1.3035	1.23	0.6389	1.43	0.7105	1.71	0.8998	1.11	0.3544	46
soft	986	H  	3.8	1.3725	1.11	0.3661	1.17	0.6109	1.09	0.6145	1.03	0.1525	43
solemn	405	   	1.84	1.0238	1.37	0.7201	2.47	1.3664	1.5	1.0381	1.25	0.701	44
song	987	H  	4.58	0.7299	1.45	1.0136	2.15	1.349	1.24	0.9454	1.12	0.4952	44
soothe	988	H  	4.15	0.9052	1.48	1.0035	1.45	0.9211	1.48	1.0035	1.27	0.7862	38
sour	989	   	1.55	1.003	1.39	0.7777	1.21	0.7824	1.3	0.833	2.27	1.4795	41
space	574	   	2.49	1.6374	1.34	0.8923	1.6	1.0696	2	1.1714	1.03	0.2131	43
spanking	990	   	1.23	0.7502	3.43	1.374	2.66	1.4765	2.89	1.5912	2.26	1.4013	46
sphere	991	   	1.48	0.7623	1.12	0.6516	1.12	0.4748	1.24	0.9893	1.21	0.5626	38
spider	610	FD*	1.39	0.9664	2.33	1.5514	2.21	1.5859	3.76	1.3122	3.97	1.394	38
spirit	406	H  	3.7	1.3334	1.3	1.1629	1.33	1.1202	1.39	1.164	1.18	1.0865	41
spouse	407	H  	4.18	1.1131	1.79	0.9538	1.45	0.9684	1.52	0.9646	1.36	0.8653	41
spray	992	   	2.15	1.2008	1.3	0.6943	1.18	0.5401	1.45	0.7871	1.7	0.9976	44
spring	993	H  	4.46	0.8664	1.18	0.4775	1.21	0.6129	1.09	0.3745	1.27	0.7587	41
square	408	   	1.52	1.0217	1.33	0.8359	1.27	0.6561	1.21	0.6717	1.21	0.6896	41
stagnant	994	   	1.04	0.3269	1.62	1.1066	1.49	0.9704	1.65	1.1664	2.16	1.2514	46
star	409	H  	4.1	1.0096	1.07	0.3244	1.37	0.7391	1.13	0.414	1.13	0.5466	38
startled	410	   	1.34	0.9581	2.14	1.2526	1.83	0.9703	3.17	1.4122	1.54	0.9593	46
starving	611	   	1.27	0.828	2.94	1.3046	3.42	1.5001	3	1.5058	2.15	1.4235	38
statue	995	   	1.82	1.1664	1.39	0.938	1.52	0.9781	1.41	0.9364	1.36	0.9036	38
stench	996	D  	1.09	0.542	1.74	1.1336	1.43	0.8583	1.54	0.8097	4.03	1.347	46
stiff	997	   	1.2	0.5123	1.97	1.3653	1.87	0.9982	1.97	1.234	1.57	0.9515	38
stink	411	D*	1.1	0.3588	1.93	1.234	1.8	1.0764	1.83	1.1315	3.8	1.4362	38
stomach	998	   	1.9	1.1617	1.7	0.9684	1.77	0.9632	1.67	1.0371	2.27	1.4302	35
stool	999	   	1.54	1.1302	1.2	0.7864	1.34	0.9202	1.34	0.9202	1.83	1.3536	46
storm	1000	   	1.97	1.449	1.97	1.1714	2	1.0997	3.06	1.242	1.56	0.824	43
stove	1001	   	2	1.299	1.23	0.7502	1.2	0.7793	1.74	1.1242	1.2	0.7434	46
street	412	   	2.33	1.4621	1.63	0.9103	1.4	0.8114	2.07	1.2244	1.37	0.8812	35
stress	413	   	1.09	0.2495	2.98	1.3821	3.04	1.4988	3.12	1.495	2.42	1.5415	46
strong	414	H  	3.61	1.206	1.48	0.9512	1.21	0.7036	1.67	0.9839	1.24	0.7036	38
stupid	415	   	1.19	0.7742	2.41	1.3416	1.97	1.4056	1.33	1.0217	1.79	1.245	41
subdued	416	   	1.43	0.7599	1.3	0.5768	1.76	0.9565	1.4	0.757	1.13	0.4754	41
success	417	H  	4.61	1.0024	1.06	0.3123	1.06	0.3457	1.33	0.8688	1.06	0.3123	41
suffocate	418	   	1.07	0.3244	3	1.5165	3.57	1.3688	4.23	1.0433	2.5	1.4968	38
sugar	1002	H  	3.65	1.3941	1.15	0.5281	1.21	0.4982	1.21	0.5288	1.45	0.7369	46
suicide	419	*	1	0	3.89	1.4972	4.57	0.9346	3.94	1.3565	3.31	1.6389	46
sun	532	H  	4.27	1.0217	1.39	0.8359	1.24	0.7157	1.42	0.7375	1.21	0.5875	41
sunlight	1003	H  	4.3	1.0973	1.12	0.414	1.18	0.4565	1.09	0.3883	1.09	0.3588	38
sunrise	420	H  	4.48	0.9741	1.09	0.3457	1.33	0.7157	1.06	0.2181	1.03	0.1562	41
sunset	421	H  	4.24	1.0882	1.24	0.622	1.45	0.8621	1.09	0.3883	1.15	0.5776	38
surgery	612	   	1.51	0.9581	2.23	1.3434	3.03	1.3634	3.86	1.1448	2.09	1.5437	46
surprised	422	H*	4	1.1431	1.37	0.774	1.34	0.849	1.86	1.2334	1.23	0.5293	46
suspicious	423	   	1.27	0.6168	2.12	1.1229	1.76	0.916	2.55	1.246	1.73	1.0781	41
swamp	1004	   	1.27	0.7679	1.42	0.8555	1.48	0.8605	2.15	1.2409	3.39	1.4414	38
sweetheart	424	H  	4.9	0.3228	1.1	0.4038	1.47	0.8531	1.33	0.8935	1.07	0.3381	35
swift	1005	   	1.91	1.2001	1.18	0.5577	1.15	0.422	1.24	0.5577	1.06	0.3123	41
swimmer	576	H*	3.31	1.5104	1.09	0.4845	1.16	0.5098	1.4	0.8519	1.15	0.4977	46
syphilis	425	   	1.09	0.4335	2.54	1.4844	3.03	1.5089	3.11	1.5051	4.14	1.3035	46
table	426	   	1.87	1.1783	1.27	0.6641	1.17	0.4946	1.27	0.6641	1.23	0.5626	38
talent	427	H  	4.1	1.0869	1.27	0.6851	1.27	0.7391	1.4	0.7604	1.13	0.4748	38
tamper	1006	   	1.24	0.5759	2.39	1.4819	1.58	1.0299	1.85	1.0798	1.89	1.3086	38
tank	613	   	1.17	0.5698	1.8	1.3406	1.57	1.1657	2.06	1.5196	1.57	1.0689	46
taste	1007	   	3.09	1.3663	1.17	0.6294	1.2	0.5819	1.57	0.9086	1.94	1.2381	46
taxi	1008	   	2.06	1.0958	1.58	1.1603	1.15	0.5937	1.97	1.1412	1.76	1.0771	44
teacher	1009	H*	3.64	1.3011	1.73	1.1777	1.24	0.7708	1.58	0.9479	1.03	0.4087	44
tease	1010	   	2.36	1.2659	2.82	1.2565	2.48	1.3157	1.79	1.1587	2.06	1.2759	44
tender	1011	H*	3.52	1.3537	1.12	0.4621	1.67	1.0535	1.18	0.4952	1.15	0.6675	44
tennis	540	H*	2.79	1.4051	1.12	0.7754	1.09	0.3457	1.3	0.7754	1.18	0.916	41
tense	428	   	1.27	0.8565	2.3	1.3199	1.82	1.2049	2.82	1.4862	1.33	0.9276	44
termite	429	   	1.3	0.8951	3	1.3749	2	1.276	3.55	1.3224	4	1.1935	41
terrible	430	   	1	0	2.91	1.4209	3.09	1.4095	2.69	1.4375	2	1.308	43
terrific	431	H  	4.86	0.4518	1.13	0.355	1.1	0.284	1.27	0.6456	1.1	0.284	35
terrified	432	F  	1	0	2.45	1.3302	2.7	1.3736	4.24	1.0469	1.94	1.234	38
terrorist	614	neg	1.15	0.5566	4.23	1.3402	3.85	1.4231	4.54	0.9471	3.79	1.6206	41
thankful	433	H  	4.52	0.9765	1.03	0.4734	1.27	0.8685	1.03	0.6182	1	0	44
theory	434	   	1.5	0.7965	1.47	0.8517	1.33	0.6851	1.53	0.7929	1.27	0.5897	38
thermometer	1012	   	1.52	0.8611	1.42	0.9754	1.45	1.0645	1.36	0.9276	1.21	0.5852	44
thief	435	neg*	1.14	0.5261	3.49	1.4811	2.86	1.5335	3.57	1.4217	3.03	1.5525	46
thorn	436	   	1.11	0.5898	2.43	1.6015	2.03	1.3984	2.54	1.6009	1.69	1.381	46
thought	1013	   	2.88	1.3855	1.85	1.1444	1.94	1.2845	1.97	1.2031	1.67	1.1235	41
thoughtful	437	H  	4.27	0.9042	1.09	0.255	1.15	0.5094	1	0.603	1	0.4523	44
thrill	438	H  	4.1	0.9634	1.27	0.542	1.3	0.6011	2.13	1.22	1.17	0.414	38
tidy	1014	H  	3.36	1.1493	1.21	0.4952	1.06	0.362	1.15	0.4621	1.12	0.3868	44
time	439	   	1.97	1.1928	1.52	1.1023	1.61	1.3552	1.88	1.3677	1.09	0.7884	44
timid	440	   	1.36	0.7738	1.3	0.7062	1.82	1.0769	2.55	1.5508	1.33	0.7886	41
tobacco	441	   	1.36	1.0277	2.55	1.5341	2.33	1.5816	2.48	1.6379	3.67	1.6852	38
tomb	442	   	1.07	0.7065	1.93	1.2244	3.07	1.3316	3.13	1.317	2.23	1.2715	35
tool	1015	   	1.5	0.8617	1.4	0.7898	1.33	0.7807	1.6	1.0053	1.33	0.7807	38
toothache	443	   	1.2	0.7537	2.54	1.2402	2.77	1.3261	2.46	1.3161	1.97	1.2815	43
tornado	444	F*	1	0.6247	1.94	1.2142	2.67	1.2798	4.45	0.9939	1.45	0.9994	41
torture	445	neg	1	0	4.23	1.1092	4.17	0.9576	4.35	0.9809	4.17	1.1864	43
tower	1016	   	1.48	0.9227	1.3	1.0067	1.52	1.2282	1.97	1.4736	1.36	1.1795	38
toxic	446	   	1	0.3123	2.09	1.4064	2.18	1.3855	3.36	1.5401	2.97	1.515	41
toy	1017	H  	4.1	1.0096	1.2	0.5466	1.23	0.622	1.07	0.2263	1.07	0.2263	38
tragedy	447	   	1.11	0.61	3.11	1.3152	4.37	0.8549	3.83	1.2068	2.29	1.3468	43
traitor	448	neg*	1.12	0.5416	3.82	1.2583	2.97	1.4952	2.85	1.5177	3.18	1.5214	46
trash	615	D  	1.12	0.749	1.85	1.1508	1.48	1.1375	1.3	0.8396	3.85	1.2228	41
trauma	616	SF 	1.06	0.6914	2.52	1.2673	3.94	1.2347	3.91	1.1444	2.18	1.2082	41
travel	1018	H  	4.33	1.285	1.12	0.4951	1.15	0.422	1.85	0.9538	1.06	0.5566	41
treasure	449	H  	4.41	0.9661	1.06	0.6184	1.26	0.7181	1.15	0.5817	1.03	0.1474	46
treat	1019	H  	4.2	0.9893	1.07	0.2263	1.07	0.2263	1.17	0.5776	1.03	0.1622	38
tree	450	H*	2.48	1.4384	1.12	0.414	1.12	0.5123	1.12	0.4565	1.03	0.1622	38
triumph	451	H  	4.33	1.1477	1.27	0.7735	1.27	0.9042	1.27	0.9135	1.06	0.6321	44
triumphant	452	H  	4.29	1.1388	1.31	0.8192	1.34	0.8817	1.23	0.7639	1.17	0.6755	43
trophy	453	H  	4.26	0.8735	1.51	1.0072	1.4	0.8172	1.17	0.5314	1.2	0.5745	43
trouble	454	   	1.27	0.9113	2.48	1.2869	2.58	1.2016	2.94	1.1508	1.45	0.9759	41
troubled	455	   	1.12	0.414	2.58	1.2848	3.12	0.985	2.55	1.2793	1.73	1.1455	38
truck	577	   	2.13	1.3234	1.57	1.1099	1.27	0.8023	1.9	1.3963	1.33	0.7746	35
trumpet	456	   	2.27	1.5338	1.15	0.3997	1.18	0.4951	1.18	0.4951	1.06	0.2181	41
trunk	1020	   	1.15	0.4775	1.15	0.5433	1.09	0.458	1.52	0.95	1.12	0.5273	41
trust	457	H  	4.42	0.8441	1.15	0.923	1.3	1.022	1.76	1.3723	1.24	0.9631	44
truth	458	H  	4	1.245	1.27	1.0735	1.39	1.0826	1.88	1.2836	1.27	0.9233	41
tumor	459	   	1.06	0.305	3.29	1.3893	3.97	1.0901	4.14	1.0428	2.57	1.5155	43
tune	1021	H  	3.06	1.4056	1.15	0.4951	1.39	0.8653	1.15	0.4775	1.06	0.458	41
twilight	1022	   	2.55	1.2855	1.24	0.7148	1.36	0.7886	1.61	0.95	1.24	0.749	41
ugly	460	   	1.37	0.9632	2.27	1.2682	3.23	1.3189	2.5	1.4827	2.63	1.3144	35
ulcer	461	   	1.14	0.6047	2.37	1.4373	2.74	1.397	2.89	1.4515	2.46	1.556	46
umbrella	578	   	2.17	1.3497	1.37	0.8458	1.63	0.9336	1.26	0.5812	1.37	0.8131	43
unfaithful	462	neg*	1.06	0.2181	3.91	1.1169	3.91	1.0581	2.97	1.3695	3.91	1.2649	41
unhappy	463	   	1.12	0.463	2.85	1.5958	3.82	1.2723	2.65	1.4222	2.03	1.3329	46
unit	1023	   	1.94	1.3632	1.21	0.74	1.18	0.7649	1.12	0.7884	1.21	0.7583	44
untroubled	464	H  	3.61	1.3275	1	0.458	1.06	0.3997	1.09	0.3997	1.12	0.6914	41
upset	465	   	1	0.1562	3.12	1.2692	3.94	1.0581	2.42	1.3034	2.18	1.4181	41
urine	617	   	1.63	1.0088	1.34	0.6296	1.26	0.5588	1.29	0.6109	2.77	1.4444	43
useful	466	H  	3.88	1.1251	1.15	0.7428	1.06	0.6801	1.09	0.362	1.06	0.5377	44
useless	467	   	1.03	0.4734	2.48	1.1908	2.64	1.243	1.94	1.2567	2.21	1.4022	44
utensil	1024	   	1.8	1.0167	1.43	0.9103	1.27	0.5983	1.67	0.9873	1.3	0.6311	35
vacation	468	H  	4.67	0.5745	1.1	0.3588	1.13	0.5123	1.13	0.4946	1.07	0.3244	38
vagina	1025	*	1.88	1.3691	1.15	0.5728	1.12	0.5433	1.21	0.5823	1.97	1.3964	41
valentine	469	H  	4.64	0.8441	1.33	0.7453	1.7	1.0593	1.12	0.4795	1.12	0.4925	44
vampire	470	F*	1.06	0.3015	2.15	1.2363	1.52	0.9904	3.91	1.0432	2.67	1.2979	44
vandal	471	neg*	1.2	0.6877	3.46	1.3144	2.69	1.342	3.46	1.5142	3.06	1.5584	43
vanity	472	   	2.14	1.29	1.87	1.0869	1.67	0.9229	1.56	0.969	1.8	1.1277	38
vehicle	473	   	3	1.47	1.58	1.0899	1.64	1.1186	1.91	1.3302	1.21	0.5823	41
venom	474	*	1.1	0.373	2.5	1.2132	2.43	1.2538	3.9	1.1149	3.1	1.2848	35
vest	1026	   	1.51	1.1285	1.17	0.6767	1.09	0.3788	1.09	0.3788	1	0.4993	46
victim	618	   	1.1	0.4867	3.03	1.398	3.6	0.9545	3.6	1.2489	2.53	1.697	38
victory	475	H  	4.24	1.2543	1.3	0.8194	1.18	0.4741	1.21	0.4741	1.12	0.4526	38
vigorous	476	   	2.72	1.411	1.44	0.8538	1.19	0.7823	1.59	1.0666	1.24	0.6718	46
village	477	   	2.24	1.422	1.28	0.6751	1.48	0.9435	1.45	0.8183	1.25	0.6519	38
violent	478	neg	1.37	0.9322	3.83	1.3584	3.23	1.2448	3.9	1.3048	3	1.4541	35
violin	579	H*	3.17	1.3138	1.28	0.6566	1.79	1.0091	1.17	0.43	1.17	0.6011	35
virgin	1027	   	2.83	1.5957	1.4	0.8893	1.67	1.0469	1.83	1.326	1.17	0.4946	38
virtue	479	H  	3.96	1.1246	1.27	0.5888	1.31	0.6998	1.34	0.7306	1.24	0.6331	38
vision	480	H*	3.14	1.5518	1.26	0.6205	1.4	0.8022	1.54	0.8857	1.2	0.6389	46
volcano	619	   	1.29	0.7888	1.71	1.222	2	1.3977	3.41	1.4243	1.41	1.0232	46
vomit	481	D  	1	0	2.27	1.2448	2.6	1.3366	2.87	1.5295	4.7	0.8668	35
voyage	1028	H*	3.09	1.3584	1.06	0.7036	1.24	0.5706	1.73	0.9945	1.06	0.6914	41
wagon	1029	   	2.03	1.347	1.17	0.6031	1.26	0.6884	1.4	0.774	1.23	0.5126	46
war	482	*	1.1	0.3588	3.83	1.0999	3.87	1.0523	4.27	0.7807	3.43	1.4272	38
warmth	483	H  	4.43	0.78	1.37	0.9056	1.33	0.6835	1.23	0.5841	1.3	0.7005	35
wasp	484	   	1.21	0.725	2.67	1.5369	1.76	0.9753	3.48	1.361	2.67	1.4621	41
waste	485	   	1.27	0.7994	2.64	1.2401	2.52	1.1827	1.79	1.1229	3.03	1.4241	41
watch	580	   	2.11	1.4279	1.31	0.5812	1.37	0.8028	1.37	0.7083	1.14	0.4477	43
water	486	H  	3.76	1.3726	1.18	0.622	1.27	0.751	1.45	0.9482	1.21	0.6087	38
waterfall	487	H  	4.37	0.7311	1.17	0.4937	1.17	0.43	1.6	0.9727	1.1	0.3735	35
wealthy	488	H  	4.09	1.0888	1.48	1.022	1.64	1.0144	1.42	0.9765	1.64	1.1178	44
weapon	489	   	1.17	0.5137	3.4	1.2682	3.1	1.4302	4.13	1.0885	2.73	1.5163	35
weary	490	   	1.12	0.3468	1.5	1.0695	2.72	1.5147	2.12	1.3044	1.4	0.8115	44
wedding	491	H  	4.74	0.5999	1.03	0.1525	1.66	0.9294	2.06	1.2335	1	0	43
whistle	1030	H*	3.36	1.4073	1.27	0.8916	1.18	0.845	1.33	0.784	1.25	0.8819	44
white	542	   	2.76	1.5274	1.09	0.2733	1.24	0.6011	1.09	0.5088	1.06	0.2263	38
whore	492	   	1.09	0.2578	3.06	1.4209	3	1.4279	2.06	1.3869	3.83	1.2689	43
wicked	493	   	1.42	1.0012	2.7	1.4003	2.33	1.5162	3.27	1.2371	2.42	1.5008	41
wife	1031	H  	3.87	1.465	1.47	0.9805	1.47	0.8531	1.73	1.0387	1.2	0.7065	35
win	494	H  	4.7	0.642	1.15	0.9939	1.12	0.8439	1.21	0.7563	1.06	0.5433	41
windmill	1032	   	2.09	1.1713	1.27	0.6752	1.36	0.8785	1.33	0.6538	1.15	0.4748	38
window	495	   	2.27	1.2823	1.21	0.622	1.27	0.8555	1.3	0.8146	1.15	0.5287	38
wine	496	H*	4.09	1.2848	1.42	0.9997	1.73	1.0692	1.33	0.9479	1.39	1.0188	44
wink	1033	H  	3.61	1.285	1.24	0.6129	1.15	0.422	1.07	0.3993	1.27	0.5376	41
wise	497	H  	3.64	1.2606	1.12	0.6401	1.18	0.4775	1.12	0.3745	1.09	0.3457	41
